Compound Id	MDE [MDEC-13]
13837650	0.0
29015	0.0
258	0.0
7714	0.0
7882	0.0
7837	0.0
7812	0.0
932	0.0
6040	0.0
1004	0.0
10445	2.586
6320	1.414
6312	2.0
6146	0.0
21011	1.155
3644	2.0
29000	2.0
175	2.0
6102	0.0
236	0.0
7224	0.0
7673	0.0
6321	1.414
29012	0.894
5730	0.0
7676	0.0
5977	0.0
7787	0.0
7679	0.0
14840	0.0
8569	0.0
121365	0.447
6104	0.0
3168	0.0
12181	1.442
7890	0.0
682	0.0
8525	1.155
7219	0.5
9614	0.0
8560	0.0
7767	0.0
864	0.0
6335	1.414
14672	0.0
7674	1.0
7641	2.309
11752	1.155
11815	0.0
13014	0.5
6334	1.414
28994	0.0
12814	0.5
7849	0.0
349	0.0
6967	2.828
7712	0.0
7636	1.155
7521	2.0
29080	0.0
7737	0.0
1108	1.0
13619	0.0
