Compound Id	AutocorrelationMass [ATSm2]
13837650	6.903
29015	7.328
258	4.332
7714	5.952
7882	10.332
7837	7.332
7812	6.332
932	8.332
6040	5.332
1004	3.332
10445	7.0
6320	4.332
6312	4.332
6146	4.332
21011	5.332
3644	3.332
29000	5.332
175	3.332
6102	2.166
236	6.0
7224	8.166
7673	12.653
6321	4.332
29012	7.996
5730	11.807
7676	8.952
5977	8.855
7787	6.0
7679	7.332
14840	9.0
8569	8.664
121365	10.664
6104	5.903
3168	4.664
12181	7.831
7890	11.0
682	2.332
8525	5.996
7219	8.0
9614	7.582
8560	6.0
7767	5.0
864	1.332
6335	4.996
14672	5.664
7674	7.0
7641	8.0
11752	5.664
11815	4.664
13014	8.831
6334	4.664
28994	3.664
12814	7.831
7849	8.0
349	7.0
6967	8.0
7712	4.0
7636	8.660
7521	8.0
29080	15.452
7737	5.664
1108	7.0
13619	10.0
