ID,InchiCode
1,"InChI=1S/C4H7NS/c1-2-3-5-4-6/h2-3H2,1H3"
2,"InChI=1S/C4H5NS/c6-3-5-4-1-2-4/h4H,1-2H2"
3,"InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2"
4,"InChI=1S/C4H3NS/c1-2-3-5-4-6/h1H,3H2"
5,InChI=1S/C11H7NS/c13-8-12-11-7-3-5-9-4-1-2-6-10(9)11/h1-7H
6,"InChI=1S/C5H9NS/c1-2-3-4-6-5-7/h2-4H2,1H3"
7,"InChI=1S/C5H9NS/c1-3-5(2)6-4-7/h5H,3H2,1-2H3"
8,"InChI=1S/C5H9NS/c1-5(2)3-6-4-7/h5H,3H2,1-2H3"
9,"InChI=1S/C5H9NS/c1-5(2,3)6-4-7/h1-3H3"
10,InChI=1S/C6H8N2S2/c9-5-7-3-1-2-4-8-6-10/h1-4H2
11,"InChI=1S/C6H11NS/c1-2-3-4-5-7-6-8/h2-5H2,1H3"
12,"InChI=1S/C6H9NS/c8-5-7-6-3-1-2-4-6/h6H,1-4H2"
13,
14,
15,"InChI=1S/C6H11NS/c1-6(2)3-4-7-5-8/h6H,3-4H2,1-2H3"
16,
17,"InChI=1S/C6H11NS/c1-6(2,3)4-7-5-8/h4H2,1-3H3"
18,"InChI=1S/C7H13NS/c1-2-3-4-5-6-8-7-9/h2-6H2,1H3"
19,"InChI=1S/C7H11NS/c9-6-8-7-4-2-1-3-5-7/h7H,1-5H2"
20,InChI=1S/C8H12N2S2/c11-7-9-5-3-1-2-4-6-10-8-12/h1-6H2
21,"InChI=1S/C8H15NS/c1-2-3-4-5-6-7-9-8-10/h2-7H2,1H3"
22,"InChI=1S/C9H17NS/c1-2-3-4-5-6-7-8-10-9-11/h2-8H2,1H3"
23,"InChI=1S/C9H17NS/c1-3-4-5-6-7-9(2)10-8-11/h9H,3-7H2,1-2H3"
24,"InChI=1S/C9H17NS/c1-8(2,3)6-9(4,5)10-7-11/h6H2,1-5H3"
25,"InChI=1S/C10H19NS/c1-2-3-4-5-6-7-8-9-11-10-12/h2-9H2,1H3"
26,"InChI=1S/C11H21NS/c1-2-3-4-5-6-7-8-9-10-12-11-13/h2-10H2,1H3"
27,"InChI=1S/C11H15NS/c13-7-12-11-4-8-1-9(5-11)3-10(2-8)6-11/h8-10H,1-6H2"
28,"InChI=1S/C11H21NS/c1-2-3-4-5-6-7-8-9-10-12-11-13/h2-10H2,1H3"
