Compound Id	B
84347	0
56764	0
56758	0
47914	0
56762	0
33984	0
33983	0
34860	0
82738	0
36982	0
36979	0
47915	0
56783	0
36981	0
37004	0
36980	0
82751	0
36989	0
33282	0
46285	0
46284	0
82806	0
56776	0
47913	0
32952	0
45446	0
43353	0
56773	0
33281	0
56786	0
56789	0
33456	0
46264	0
36990	0
35912	0
45448	0
36987	0
36988	0
33986	0
36983	0
36986	0
45447	0
35566	0
47916	0
46137	0
550258	0
33985	0
15484	0
34854	0
46136	0
82736	0
56759	0
36984	0
56775	0
56770	0
35206	0
34192	0
82822	0
35108	0
33316	0
21106570	0
23208	0
4514529	0
6132	0
9016	0
4514586	0
4514549	0
11083	0
6988	0
11366	0
1253	0
3102535	0
6186	0.01
13836549	0.01
13868660	0.01
457140	0.01
107412	0.01
12197	0.01
61346	0.02
6187	0.02
13866746	0.02
13857694	0.02
13866817	0.02
9253	0.02
83734	0.02
5977	0.02
29040	0.02
6108	0.03
10054	0.03
16841	0.03
13837280	0.03
9254	0.03
21106179	0.034
692	0.04
12201	0.04
6151	0.04
62827	0.04
8883	0.04
13837988	0.04
13875356	0.04
13875212	0.04
11038	0.04
2282428	0.04
9251	0.04
71312	0.04
11153	0.04
454215	0.04
15077490	0.04
2018165	0.04
6119	0.04
2293678	0.04
109705	0.05
10765	0.05
56442	0.05
4449912	0.05
22814	0.05
99596	0.05
13835316	0.05
6098	0.05
14694	0.05
13836674	0.05
13875160	0.05
23055	0.05
14829	0.05
6105	0.05
553742	0.05
6104	0.05
558928	0.05
6086	0.05
2056044	0.05
3441	0.05
6130	0.05
12577	0.05
34863	0.055
34866	0.055
34665	0.055
34664	0.055
37904	0.055
34864	0.055
34188	0.055
34865	0.055
34868	0.055
37905	0.055
34869	0.055
37918	0.055
37915	0.055
34867	0.055
25605	0.055
26011	0.055
34870	0.055
34666	0.055
21924	0.055
34667	0.055
34871	0.055
34873	0.055
56784	0.055
34872	0.055
8351654	0.055
22408	0.06
73583	0.06
2340753	0.06
10325184	0.06
21111806	0.06
21108550	0.06
9325	0.06
9228	0.06
4444456	0.06
11708	0.06
6093	0.06
6148	0.06
13838404	0.06
6179	0.06
748	0.06
9256	0.064
10614293	0.07
11109	0.07
24142	0.07
13622	0.07
16180	0.07
7891	0.07
29025	0.07
12635	0.07
11121	0.07
7713	0.07
12809	0.07
7833	0.07
7556	0.07
7954	0.07
555074	0.07
4516601	0.07
4483639	0.07
4516599	0.07
4512361	0.07
4483638	0.07
4512642	0.07
6085	0.07
8544	0.07
7788	0.07
6149	0.07
10053	0.07
11117	0.07
6827	0.07
7676	0.07
13875281	0.07
13875230	0.07
6128	0.07
391	0.07
71390	0.07
2916	0.07
558875	0.07
12446	0.08
7957	0.08
10113	0.08
6087	0.08
18971812	0.08
13299573	0.08
3631	0.08
15755	0.08
67470	0.08
15756	0.08
15524	0.08
14441700	0.08
2062437	0.08
11911	0.08
11154	0.08
30713	0.08
21106172	0.08
127983	0.09
11148	0.09
10512	0.09
10526	0.09
24590970	0.09
11865	0.09
6042	0.09
13875320	0.09
7673	0.09
13875258	0.09
13875392	0.09
21108548	0.09
14995	0.09
14994	0.09
15475	0.09
15478	0.09
518	0.09
967	0.09
12499	0.09
71433	0.095
9484	0.1
11099	0.1
11110	0.1
11086	0.1
14692	0.1
24263	0.1
11857	0.1
391428	0.1
6309	0.1
7557	0.1
558883	0.1
56020	0.1
553642	0.1
16791	0.1
454209	0.1
9633	0.1
9377	0.1
9243	0.1
923	0.1
7850	0.1
7714	0.1
10437	0.1
6097	0.1
6083	0.1
10487	0.1
9614	0.1
13861343	0.1
11756	0.1
15476	0.1
274	0.1
56144	0.1
11864	0.1
11845	0.1
6125	0.1
12456	0.1
17880	0.1
7558	0.1
29036	0.1
1087	0.1
7001	0.1
10606755	0.1
55075	0.1
13868640	0.106
11351244	0.11
7090	0.11
7553	0.11
61213	0.11
23886	0.11
33421	0.11
15477	0.11
26010	0.11
30600	0.11
33455	0.11
33934	0.11
33932	0.11
15473	0.11
17099	0.11
17098	0.11
33933	0.11
15474	0.11
63863	0.111
454638	0.12
6121	0.12
6315	0.12
7330	0.12
6307	0.12
12219	0.12
7848	0.12
11863	0.12
7810	0.12
7766	0.12
7711	0.12
7552	0.12
6092	0.12
6088	0.12
26516	0.12
11087	0.12
8543	0.12
12209	0.12
9286	0.12
11806	0.12
6342	0.12
120464	0.13
7733	0.13
7738	0.13
21111820	0.13
8329688	0.13
6735	0.13
92731	0.13
6326	0.13
19766	0.13
6665	0.13
512621	0.139
9642	0.14
10124	0.14
6118	0.14
12010	0.14
11830	0.14
10497	0.14
31029	0.14
10340	0.14
1108	0.14
236	0.14
13875283	0.14
13840690	0.14
6737	0.14
6789	0.14
15620	0.14
2927	0.14
3973	0.14
12442	0.14
6095	0.14
10675065	0.14
11961	0.14
21111772	0.14
12228	0.148
1406720	0.15
6364	0.15
7180	0.15
7182	0.15
10669	0.15
55090	0.15
61487	0.15
6100	0.15
10410	0.15
13492	0.15
15747	0.15
13487	0.15
7385	0.15
10404	0.15
7419	0.15
7219	0.15
7739	0.15
9903	0.15
8868	0.15
16159	0.15
13300034	0.15
2018460	0.15
61149	0.15
11954	0.15
13029	0.15
13875432	0.15
7151	0.15
63054	0.15
7098	0.15
9095782	0.16
6635	0.16
8356	0.16
7128	0.16
15461	0.16
7521	0.16
7641	0.16
7672	0.16
6967	0.16
21168808	0.16
7220	0.16
8876	0.16
2928	0.16
13030	0.16
13875441	0.16
10975	0.16
10870	0.16
218253	0.165
15488	0.165
6122	0.17
11727	0.17
6316	0.17
12674	0.17
8097	0.17
21106032	0.17
551	0.17
15621	0.17
6106	0.17
38403	0.17
7551	0.17
21111822	0.17
7681	0.17
8140	0.17
9360	0.17
61191	0.17
66675	0.173
20939	0.174
6999	0.176
7088	0.18
8531	0.18
7448	0.18
11660	0.18
8335	0.18
11409	0.18
7248	0.18
11661	0.18
221082	0.18
67653	0.18
10831	0.18
26260	0.18
2283071	0.18
21112738	0.18
66567	0.18
65	0.18
11769	0.18
15489	0.189
6828	0.189
7183	0.19
7659	0.19
10253	0.19
6977	0.19
10236	0.19
7129	0.19
10829	0.19
68437	0.19
906	0.195
8067	0.197
14198	0.2
10979	0.2
7181	0.2
13836713	0.2
6103	0.2
7170	0.2
10534	0.2
21171407	0.2
71437	0.2
13063	0.2
13851576	0.2
7302	0.2
2915	0.2
62826	0.2
11369	0.2
10857	0.2
13875219	0.2
13842573	0.2
10432	0.2
541032	0.2
17619	0.202
4611	0.205
9990	0.21
28993	0.21
7815	0.21
7560	0.21
7721	0.21
12259	0.21
11667	0.21
10851	0.21
10813	0.21
8807	0.21
16641	0.21
11731	0.22
8950	0.22
13677	0.22
6736	0.22
10849	0.22
15619	0.22
4932499	0.22
6057	0.22
13860817	0.22
11778	0.22
12640	0.22
6480	0.22
776	0.22
13047	0.22
18707	0.22
21106018	0.22
6402	0.225
68179	0.23
10850	0.23
9350	0.23
10664	0.23
8577	0.24
14349	0.24
7852	0.24
14680	0.24
7776	0.24
7420	0.24
66565	0.24
6592	0.24
21106020	0.24
13853953	0.24
10364	0.24
13860720	0.24
6633	0.24
69371	0.246
6478	0.246
6788	0.25
73412	0.25
10909	0.25
10918	0.25
21168831	0.25
10841	0.25
15861	0.25
21106146	0.25
21106013	0.25
21106036	0.25
9187483	0.25
7736	0.25
21106169	0.25
12821	0.25
10400	0.256
1095	0.26
70682	0.26
11862	0.26
12044	0.26
12045	0.26
12047	0.26
12699	0.26
10864	0.26
7568	0.26
9326	0.26
10980	0.26
955	0.26
10772050	0.26
6079	0.261
9461	0.27
7817	0.27
7732	0.27
1039	0.27
11871	0.27
7786	0.27
9581	0.27
7710	0.27
7809	0.27
7765	0.27
13872122	0.27
2923	0.27
9574	0.27
10972	0.27
11294	0.27
6588	0.278
6642	0.28
13875196	0.28
10908	0.28
12682	0.28
21106144	0.28
13863774	0.28
7138	0.28
66655	0.282
24326358	0.283
7238	0.29
12069	0.29
191367	0.29
11799	0.29
21106014	0.29
12478	0.29
7315	0.296
23150	0.299
11729	0.3
14866	0.3
21105959	0.3
13865438	0.3
21106135	0.3
7383	0.3
62534	0.3
62408	0.3
7389	0.3
13869451	0.3
6974	0.3
7961	0.3
13835772	0.3
971	0.3
11588	0.3
8800	0.301
66656	0.306
21106019	0.308
7615	0.31
13647	0.31
7013	0.31
6135	0.31
13854248	0.31
13869339	0.31
13837686	0.31
13839082	0.31
553649	0.319
10536	0.32
7239	0.32
7391	0.32
21111817	0.32
6102	0.32
4444102	0.32
69982	0.325
9233	0.33
387	0.33
7299	0.33
7224	0.33
5739	0.33
8804	0.33
6338	0.33
13863618	0.33
278	0.33
29153	0.333
5979	0.337
7827	0.34
18607	0.34
18219	0.34
11783	0.34
10586285	0.34
21105871	0.34
6739	0.34
434	0.34
10205670	0.34
24043	0.35
68676	0.35
6852	0.35
7546	0.35
15495	0.35
10328	0.35
7145	0.35
13846959	0.35
937	0.35
9363	0.36
62632	0.36
78998	0.36
11884	0.36
16177	0.36
15853	0.36
67360	0.36
11866	0.36
15846	0.36
29026	0.36
11846	0.36
7770	0.36
7717	0.36
19475	0.36
7685	0.36
87265	0.36
21106148	0.36
8817	0.36
7566	0.36
13853943	0.36
15486	0.36
18920	0.36
9391	0.36
28982	0.36
13839110	0.36
9824	0.365
11434292	0.365
65763	0.367
68328	0.368
331	0.369
21169510	0.37
7689	0.37
63906	0.37
2246	0.37
13837787	0.37
13839151	0.37
13865680	0.37
11604	0.37
12060	0.37
14678	0.37
11489	0.37
2991	0.372
21106365	0.375
23101	0.379
55123	0.38
12012	0.38
11125	0.38
7782	0.38
7734	0.38
7577	0.38
13630	0.38
7278	0.38
6781	0.38
13839128	0.38
7202	0.382
235	0.39
11584	0.39
13571291	0.39
6807	0.39
13839174	0.39
13839105	0.39
13846663	0.39
8657	0.39
11589	0.39
9579	0.395
11755	0.4
7761	0.4
10492	0.4
11784	0.4
11785	0.4
6311	0.4
21106524	0.4
89076	0.4
14227	0.4
19476	0.4
2185	0.4
62484	0.4
6838	0.4
10257	0.4
8799	0.4
10498	0.4
9349	0.4
13839123	0.4
11576	0.4
8071	0.4
21105795	0.4
8374	0.401
11761	0.41
7956	0.41
6794	0.41
924	0.41
12637	0.41
6775	0.41
5889	0.41
21106091	0.41
3951	0.41
763	0.41
5882	0.413
7140	0.415
238	0.416
9994	0.42
61001	0.42
2003	0.42
21168826	0.42
20124	0.42
8816	0.42
8788	0.42
11672	0.42
29008	0.42
6550	0.42
6688	0.42
61538	0.42
10246	0.42
79969	0.42
15093	0.422
7176	0.425
6840	0.426
7616	0.43
61111	0.43
4446445	0.43
4444608	0.43
394562	0.43
30595	0.43
8899	0.43
13876539	0.43
62310	0.43
7234	0.43
16804	0.43
21105998	0.43
12244	0.43
61411	0.43
6333	0.43
6706	0.43
8060	0.433
8341	0.434
10441	0.44
11833	0.44
6406	0.44
13835126	0.44
65701	0.44
6023	0.44
5678	0.44
10248	0.44
69177	0.44
10244	0.44
9911	0.44
1005	0.44
8552	0.44
7803	0.44
171	0.44
122090	0.441
8070	0.443
13846749	0.446
13859497	0.447
10652594	0.447
11841	0.45
11749	0.45
8569	0.45
12220	0.45
7823	0.45
11849	0.45
3168	0.45
455420	0.45
10709	0.45
13837797	0.45
71876	0.45
18688	0.45
62249	0.45
55084	0.45
7694	0.45
7482	0.45
11716	0.45
7515	0.45
7076	0.45
7757	0.45
7511	0.45
7509	0.45
29005	0.45
10420	0.45
7475	0.45
7463	0.45
11910	0.45
7872	0.45
7875	0.45
7913	0.45
8568	0.45
14846	0.45
7800	0.45
11843	0.45
29012	0.45
7538	0.45
7536	0.45
7706	0.45
11680	0.45
11706	0.45
10653	0.45
7012	0.45
11065	0.45
28981	0.45
8525	0.45
7081	0.45
6313	0.45
6335	0.45
441	0.45
7838	0.45
5949	0.45
29029	0.45
7772	0.45
256	0.45
512	0.45
172	0.45
15443	0.45
66021	0.45
8674	0.45
13863629	0.45
13835351	0.45
6773	0.45
16736486	0.45
6621	0.45
13860641	0.45
21106525	0.45
13854136	0.45
13835151	0.45
10991	0.45
13860692	0.45
1019	0.45
62517	0.45
10903	0.45
6177	0.45
7064	0.45
6341	0.45
259	0.45
13249	0.45
7701	0.45
7888	0.45
12013	0.45
2863	0.45
7866	0.45
10033	0.45
370	0.45
12071	0.45
10035	0.45
4963	0.45
6907	0.452
553171	0.456
2041618	0.457
9411	0.46
7559	0.46
15965	0.46
6897	0.46
6883	0.46
7211	0.46
21105897	0.46
5439	0.46
7190	0.46
7469	0.46
10001	0.46
11625	0.46
6586	0.46
6675	0.46
472932	0.469
7073	0.47
8554	0.47
55130	0.47
10433	0.47
11992	0.47
7671	0.47
10446	0.47
7657	0.47
22453	0.47
7065	0.47
11045	0.47
7472	0.47
11207996	0.47
29016	0.47
7747	0.47
7627	0.47
10571	0.47
11647	0.47
66809	0.47
13865424	0.47
7175	0.47
7157	0.47
21112023	0.47
11582	0.47
7172	0.47
16119	0.47
864	0.47
79280	0.47
28947	0.47
7042	0.47
13837760	0.47
76894	0.473
205483	0.475
7737	0.48
6322	0.48
7132	0.48
8763	0.48
13848808	0.48
10837	0.48
13869434	0.48
21159695	0.48
6835	0.48
21108576	0.48
7533	0.48
56559	0.48
9053802	0.48
29000	0.48
7434	0.48
6312	0.48
8398	0.48
11898	0.48
72522	0.48
7928	0.48
14348	0.48
2581	0.48
11891	0.48
7917	0.48
7915	0.48
7901	0.48
7892	0.48
7882	0.48
8574	0.48
932	0.48
7812	0.48
7837	0.48
6040	0.48
258	0.48
1004	0.48
682	0.48
13872989	0.48
8665	0.48
6950	0.48
552744	0.481
70806	0.484
11671339	0.485
10251740	0.485
69914	0.488
13862665	0.49
21168813	0.49
175	0.49
6630	0.49
13840647	0.49
13860491	0.49
13839012	0.49
20545	0.49
8012	0.49
9564	0.49
7044	0.492
11003	0.495
10452	0.499
6314	0.5
4510484	0.5
66896	0.5
10437074	0.5
21105878	0.5
13839308	0.5
6753	0.5
374462	0.5
13869462	0.5
21106519	0.5
13860775	0.5
21106015	0.5
11809	0.5
12823	0.5
6649	0.5
6035	0.5
61739	0.5
392447	0.502
7142	0.502
66895	0.503
66887	0.503
9893	0.503
63518	0.503
59482	0.503
10696	0.51
67414	0.51
7074	0.51
7670	0.51
10797	0.51
6176	0.51
7534	0.51
10791	0.51
28986	0.51
10788	0.51
7621	0.51
10777	0.51
12972	0.51
9976	0.51
7514	0.51
215929	0.51
11025	0.51
7016	0.51
7871	0.51
21153	0.51
7802	0.51
12218	0.51
12632	0.51
7760	0.51
11095	0.51
7607	0.51
6321	0.51
558020	0.51
7790	0.51
6881	0.51
12061	0.51
67460	0.51
6790	0.51
8319	0.51
62964	0.51
62467	0.51
11193	0.51
11591	0.51
10411	0.51
10181338	0.513
59573	0.516
14998	0.52
13837190	0.52
1020	0.52
8141	0.52
8186	0.52
11600	0.52
10169	0.52
10343	0.52
447	0.52
12643	0.52
13846658	0.52
11596	0.52
28973	0.52
27296	0.52
11651	0.52
466305	0.52
9218	0.52
8183	0.52
7189	0.52
4878	0.52
13848793	0.522
21108577	0.523
123	0.525
26824	0.528
7028	0.53
7478	0.53
62489	0.53
21429023	0.53
2275	0.53
13835344	0.53
11793	0.53
13871721	0.53
6164	0.53
65785	0.53
6674	0.53
10616	0.53
526	0.531
11228	0.54
7003	0.54
21106520	0.54
13874733	0.54
6780	0.54
8098	0.54
70714	0.54
28969	0.54
7241	0.54
6577	0.54
9120	0.54
13853758	0.54
11525	0.54
4481813	0.54
13876103	0.54
8058	0.545
6593	0.549
14672	0.55
13850082	0.55
63903	0.55
17443	0.55
62808	0.55
6855	0.55
13638	0.55
18717	0.55
15954	0.55
7622	0.55
7310	0.55
63156	0.55
12626	0.55
28994	0.55
61765	0.55
10772140	0.553
13860335	0.558
10939	0.56
3463	0.56
7679	0.56
6296	0.56
5894	0.56
11586	0.56
1448	0.56
217	0.56
7459	0.56
11024	0.56
7026	0.56
11239	0.56
11861	0.56
11036	0.56
11029	0.56
11794	0.56
10511	0.56
21011	0.56
11678	0.56
3644	0.56
6320	0.56
10947	0.56
10787	0.56
60524	0.56
55091	0.56
2606	0.56
7208	0.56
1446	0.56
8520	0.561
7626	0.57
11526	0.57
124968	0.57
21105905	0.57
21106560	0.57
10437215	0.57
2039535	0.57
7161	0.57
13885245	0.57
62472	0.57
7678	0.57
11819	0.57
99440	0.57
123993	0.57
12225	0.57
693	0.57
11080	0.57
10197150	0.574
13255	0.58
83962	0.58
13839199	0.58
13634	0.58
7221	0.58
456015	0.58
7030	0.58
8860	0.58
642951	0.58
11773	0.58
6898	0.58
8262	0.58
6089	0.58
13835977	0.58
7677	0.58
60121	0.58
21106518	0.58
9970	0.58
8273	0.58
73479	0.58
7443	0.58
86394	0.58
9454	0.58
8282	0.58
13856959	0.582
6453	0.587
78828	0.588
62530	0.59
7242	0.59
65750	0.59
24041	0.59
5708	0.59
23730	0.59
23621376	0.59
21111781	0.59
7225	0.59
21106470	0.59
247721	0.59
7029	0.59
21106581	0.59
11283	0.59
156255	0.59
13869480	0.59
11488212	0.59
10992	0.59
62597	0.59
4937830	0.59
844	0.59
21105870	0.592
2005981	0.593
199342	0.594
6745	0.594
6916	0.595
11996	0.6
55188	0.6
11077	0.6
7240	0.6
66996	0.6
25886	0.6
12957	0.6
19953955	0.6
21943	0.6
19956441	0.6
19957731	0.6
7636	0.6
6146	0.6
62230	0.6
59674	0.6
11021	0.6
21106535	0.6
10181339	0.6
5596	0.6
13849989	0.606
132	0.609
70715	0.61
15855	0.61
84036	0.61
13328	0.61
10784857	0.61
22191	0.61
6123	0.61
8576	0.61
7851	0.61
15387	0.61
7811	0.61
7835	0.61
7769	0.61
7716	0.61
7564	0.61
6101	0.61
7466	0.61
11732	0.61
15803	0.61
7236	0.61
4437893	0.612
4489	0.613
12066	0.62
13835836	0.62
6720	0.62
11042	0.62
10940	0.62
10937	0.62
20570	0.62
19477	0.62
14169248	0.62
13648	0.62
15409	0.62
78	0.62
17868	0.62
4449	0.62
75951	0.62
72551	0.62
72793	0.62
11543	0.62
18	0.62
21105848	0.622
556589	0.623
880	0.624
7155	0.628
16359	0.628
8329	0.629
13842613	0.63
21132380	0.63
29001	0.63
11632	0.63
30516	0.63
26325090	0.63
21106145	0.63
10488	0.63
10292746	0.63
68832	0.63
23255	0.63
11699	0.63
11695	0.63
11739	0.63
11194	0.63
6165	0.63
10008	0.63
10790	0.63
62466	0.63
11595	0.63
6492	0.63
10451	0.632
2975965	0.632
8900	0.632
11230	0.64
99681	0.64
29015	0.64
8904	0.64
10018	0.64
12954	0.64
13867413	0.64
13054	0.64
24641	0.64
11056	0.64
11216	0.64
11210	0.64
11795	0.64
789	0.645
7131	0.648
13854242	0.649
1266019	0.65
558878	0.65
25890	0.65
68152	0.65
65936	0.65
11180	0.65
5830	0.65
6610	0.65
62485	0.65
10756	0.651
10181341	0.652
58234	0.653
5142	0.654
136966	0.657
64155	0.658
553578	0.659
18724	0.66
7688	0.66
220998	0.66
654	0.66
4366810	0.66
10422	0.66
558917	0.66
57726	0.66
6330	0.66
61707	0.66
10892	0.661
89258	0.662
18019	0.664
13860434	0.664
60886	0.668
13871718	0.669
1114	0.67
68224	0.67
68503	0.67
24533	0.67
8903	0.67
11265	0.67
120489	0.67
13869414	0.67
6301	0.67
19709	0.67
1664	0.67
2241	0.67
11107	0.67
10986	0.67
2441	0.671
137720	0.673
5593	0.676
4599	0.678
13836589	0.68
21106173	0.68
707	0.68
10384035	0.68
8855	0.68
5026296	0.68
10464	0.68
59483	0.682
17131	0.687
12161	0.689
26325086	0.69
7856	0.69
8562	0.69
7730	0.69
173	0.69
191058	0.69
9219586	0.691
65234	0.695
56117	0.699
21106366	0.7
25889	0.7
192748	0.7
13850142	0.7
390927	0.7
69340	0.7
81815	0.7
1577	0.7
71	0.7
6514	0.705
4445317	0.71
14556	0.71
20132	0.71
21782117	0.71
6774	0.71
11752	0.71
8960	0.71
6334	0.71
11460	0.71
10438331	0.71
10628694	0.71
6604	0.715
10756390	0.718
13803	0.719
63631	0.72
11788	0.72
455090	0.72
7223	0.72
11629	0.72
13856352	0.72
55443	0.72
453675	0.72
11465	0.72
120621	0.72
20119	0.72
55205	0.72
13816	0.72
26765	0.72
21181	0.72
10254	0.72
4962	0.72
592	0.72
7146	0.72
8521	0.721
29117	0.725
78467	0.729
28682	0.73
222538	0.73
7630	0.73
15427	0.73
11286	0.73
67465	0.73
10243171	0.73
11332993	0.73
392	0.73
206493	0.733
1361549	0.736
109838	0.74
28992	0.74
20843	0.74
13229	0.74
17784	0.74
12816	0.74
13104	0.74
5993	0.74
62589	0.74
7686	0.74
7624	0.74
7406	0.74
192642	0.74
70988	0.74
7018	0.74
3350	0.741
21361761	0.742
13849981	0.745
71089	0.75
10437135	0.75
65523	0.75
21106900	0.75
58563	0.75
86435	0.75
15413	0.751
10449	0.752
6842	0.757
7506	0.758
2656	0.76
13836520	0.76
9943	0.76
5978	0.76
17347	0.76
12445	0.76
3008	0.76
3277	0.76
9965	0.76
6270	0.766
13848341	0.77
26325182	0.77
105291	0.77
7791	0.77
71193	0.77
2925	0.77
70652	0.77
2424	0.771
21105859	0.778
502245	0.779
123860	0.78
73390	0.78
9088156	0.78
13848467	0.78
72556	0.78
122446	0.78
773	0.78
13835235	0.78
21106140	0.781
7480	0.782
108106	0.785
21106008	0.785
14299946	0.785
502855	0.788
7340	0.79
8158	0.79
13835376	0.79
127750	0.79
13839109	0.79
25552	0.79
13865630	0.79
256210	0.79
15702	0.79
589165	0.79
64699	0.79
5915	0.79
764	0.792
953	0.792
2157	0.794
3544	0.797
2038738	0.8
10710415	0.8
1348	0.8
13867714	0.8
59577	0.8
29107	0.8
15517	0.8
4103087	0.8
10996	0.8
194092	0.8
7092	0.8
13835224	0.8
1078	0.8
499714	0.801
11557190	0.804
970	0.808
24972	0.81
24535	0.81
8902	0.81
10437836	0.81
10437239	0.81
14627	0.81
25472	0.81
8470	0.812
3210	0.812
76154	0.82
13836591	0.82
455353	0.82
6658	0.82
26325085	0.82
124	0.823
13662	0.824
62265	0.829
13836399	0.83
16778	0.83
7705	0.83
11694	0.83
123207	0.83
67594	0.836
992	0.838
11930	0.84
13644	0.84
60329	0.84
7727	0.84
7728	0.84
7021	0.84
10948	0.84
1143	0.84
376	0.84
10801109	0.843
8030	0.843
8093	0.849
13658	0.85
21106586	0.85
21105699	0.85
13865426	0.86
71628	0.86
13837329	0.86
13837319	0.86
8241	0.86
11422351	0.86
1609	0.86
83866	0.86
67270	0.86
20198	0.86
361	0.86
7199	0.861
14916	0.867
10733068	0.869
16736498	0.87
6528	0.87
2297441	0.87
6033	0.87
13839553	0.87
10025	0.87
6524	0.88
8243	0.88
13860	0.88
1015	0.88
204209	0.883
61266	0.886
13874867	0.89
71430	0.89
13837303	0.89
7397	0.89
26325087	0.89
1906	0.897
363458	0.9
7684	0.9
13856009	0.9
1278	0.9
76394	0.9
7279	0.9
71787	0.9
11244	0.9
63889	0.9
13835336	0.9
83850	0.9
13835209	0.9
5004	0.9
7150	0.9
15016	0.901
503239	0.91
13837537	0.91
20848	0.91
13835293	0.91
6371	0.91
9873	0.915
11610	0.92
13839441	0.92
72056	0.92
34095	0.92
18685	0.92
62628	0.92
11875	0.92
40130	0.925
191	0.927
8528	0.928
10101	0.93
2849146	0.93
185	0.93
4590	0.933
18177	0.937
13854944	0.94
13836021	0.94
13884973	0.94
68568	0.94
13842001	0.95
15753	0.95
8733	0.95
1266393	0.95
6600	0.95
3693	0.951
4333	0.959
13090	0.96
13839416	0.96
16387	0.968
659	0.97
10437210	0.97
13835861	0.97
4927801	0.974
64016	0.977
23977588	0.98
11422	0.98
5027	0.98
13257	0.98
26325088	0.98
960	0.99
19231	0.99
10437335	0.99
12874	0.99
13303	0.99
12229	0.99
2457	0.995
29282	1
1710	1
913	1.008
2625	1.01
18941	1.01
4760	1.01
2169	1.01
13302	1.01
21109330	1.01
14021447	1.011
8182	1.016
12705	1.02
33617	1.02
1141	1.02
16388	1.021
26325089	1.03
63968	1.03
13811	1.04
12231	1.04
2699	1.04
70660	1.047
18336	1.05
4768	1.05
63908	1.05
221226	1.05
6287	1.06
2075	1.06
24099	1.06
10801842	1.07
27749	1.07
18801	1.08
68156	1.08
5660	1.08
5091	1.087
917	1.09
3741	1.09
1151	1.09
9797	1.097
7600	1.1
5554	1.1
8111	1.115
11439687	1.118
4759	1.12
2937774	1.12
2206	1.12
63310	1.13
10106	1.13
30881	1.13
206561	1.13
7745	1.13
1262	1.131
13835294	1.134
28552	1.14
59447	1.14
7528	1.14
13835459	1.14
13837702	1.14
415	1.14
65272	1.14
48024	1.15
13866593	1.15
7530	1.16
133166	1.16
4268	1.16
14620	1.16
299166	1.16
5976	1.16
13839575	1.17
4444100	1.17
12133	1.18
42330	1.18
768	1.18
5791	1.19
5233	1.19
4575	1.19
14256731	1.2
60858	1.207
4444107	1.21
8935	1.21
26325080	1.219
2079	1.22
44152	1.22
12933	1.221
