Compound Id	Molecular distance edge between all secondary nitrogens
2	1.889881575
4	1
5	0.5
7	0.5
10	0.5
11	0.5
15	0.5
19	0.5
22	0.5
23	0.5
29	0.5
33	0.5
36	2.920953405
39	3.14734519
41	0.5
45	0.5
46	1.817120593
47	1.5
54	0
58	0.5
62	0.5
65	0.5
67	3.63872203
68	0.825481812
92	0
93	0.25
94	0
150	1.5
162	1.5
163	0.5
166	1.170475724
167	1.180032478
170	0.5
171	1.5
172	4.061261982
