Compound Id	Simple cluster, order 5
182	0
185	0.11785113
186	0.19245009
187	0.19245009
189	0.166666667
190	0.23570226
191	0.284517797
193	0.19245009
194	0.333333333
196	0.46127005
197	0.402368927
198	0.31030122
199	0.359116756
201	0.569035594
202	0.476967887
204	0.706504136
205	0.31030122
206	0.359116756
207	0.601579285
208	0.686837839
209	0.535869009
210	0.601579285
211	0.719430415
212	0.768245951
213	0.843972679
